gene,default_auc,default_f1,default_recall,default_fpr,default_spec,optimal_c,optimal_auc,optimal_f1,optimal_recall,optimal_fpr,optimal_spec,n_tot,n_benign,n_malign
SCN5A,0.9321809511858452,0.8713550600343053,0.9769230769230769,0.023076923076923106,0.9769230769230769,0.02,0.9321809511858452,0.8713550600343053,0.9769230769230769,0.023076923076923106,0.9769230769230769,873,613,260
GALNS,0.9199999999999999,0.9090909090909091,1.0,0.0,1.0,0.024000000000000004,0.9600000000000001,0.9523809523809523,1.0,0.0,1.0,90,50,40
BRCA2,0.9486376940051149,0.9654442877291959,0.9985412107950401,0.0014587892049598983,0.9985412107950401,0.041000000000000016,0.9717434608388961,0.9804694499193692,0.9978118161925602,0.002188183807439792,0.9978118161925602,4638,1896,2742
SLC19A3,0.9662162162162162,0.8936170212765957,1.0,0.0,1.0,0.02,0.9662162162162162,0.8936170212765957,1.0,0.0,1.0,95,74,21
BRCA1,0.9483707206795973,0.9701525536148574,0.9968196274420718,0.003180372557928246,0.9968196274420718,0.03800000000000001,0.9647263895613586,0.9790084859312193,0.995910949568378,0.004089050431621999,0.995910949568378,3480,1279,2201
MAP3K1,0.732367758186398,0.2,0.5,0.5,0.5,0.025000000000000005,0.7361460957178843,0.23529411764705882,0.5,0.5,0.5,401,397,4
SPTA1,0.8592105263157894,0.75,0.75,0.25,0.75,0.02,0.8592105263157894,0.75,0.75,0.25,0.75,321,285,36
ABHD12,0.9821428571428572,0.9,1.0,0.0,1.0,0.02,0.9821428571428572,0.9,1.0,0.0,1.0,65,56,9
CLCN2,0.8333333333333334,0.2058823529411765,1.0,0.0,1.0,0.03300000000000001,0.8919753086419754,0.2857142857142857,0.8571428571428571,0.1428571428571429,0.8571428571428571,169,162,7
NPHP1,0.9444444444444444,0.6857142857142856,1.0,0.0,1.0,0.022000000000000002,0.9545454545454545,0.7272727272727273,1.0,0.0,1.0,111,99,12
KIF1A,0.9667104226831189,0.888888888888889,0.9846153846153847,0.01538461538461533,0.9846153846153847,0.027000000000000007,0.9786558151745866,0.9343065693430657,0.9846153846153847,0.01538461538461533,0.9846153846153847,358,293,65
ANO5,0.9811752287121744,0.9743589743589743,0.9827586206896551,0.017241379310344862,0.9827586206896551,0.02,0.9811752287121744,0.9743589743589743,0.9482758620689655,0.051724137931034475,0.9482758620689655,156,98,58
COL5A1,0.9519957930585466,0.8524590163934426,0.9512195121951219,0.04878048780487809,0.9512195121951219,0.022000000000000002,0.9540491811488957,0.861878453038674,0.9512195121951219,0.04878048780487809,0.9512195121951219,569,487,82
IHH,0.9615384615384616,0.8,1.0,0.0,1.0,0.021,1.0,1.0,1.0,0.0,1.0,30,26,4
CDH1,0.9398155111044267,0.8695652173913043,0.9836065573770492,0.016393442622950838,0.9836065573770492,0.027000000000000007,0.9551060309821026,0.9022556390977444,0.9836065573770492,0.016393442622950838,0.9836065573770492,449,327,122
CHRNG,0.9516129032258064,0.8235294117647058,1.0,0.0,1.0,0.02,0.9516129032258064,0.8235294117647058,1.0,0.0,1.0,38,31,7
PRNP,0.8285714285714286,0.5714285714285714,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.023000000000000003,0.8660714285714286,0.6666666666666665,0.8571428571428571,0.1428571428571429,0.8571428571428571,47,40,7
SERPINF2,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,8,6,2
TERC,0.7990196078431373,0.6666666666666667,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.02,0.7990196078431373,0.6666666666666667,0.8333333333333334,0.16666666666666663,0.8333333333333334,46,34,12
DDX3X,0.7890156062424971,0.9603960396039605,0.9897959183673469,0.010204081632653073,0.9897959183673469,0.023000000000000003,0.8184273709483793,0.9651741293532338,0.9897959183673469,0.010204081632653073,0.9897959183673469,115,17,98
TOR1A,0.9693877551020409,0.6666666666666666,1.0,0.0,1.0,0.02,0.9693877551020409,0.6666666666666666,1.0,0.0,1.0,52,49,3
SF3B4,0.9,0.9090909090909091,1.0,0.0,1.0,0.02,0.9,0.9090909090909091,1.0,0.0,1.0,20,10,10
FECH,0.9940476190476191,0.972972972972973,1.0,0.0,1.0,0.02,0.9940476190476191,0.972972972972973,1.0,0.0,1.0,102,84,18
TNNC1,0.8984848484848484,0.6829268292682926,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.023000000000000003,0.9098484848484848,0.7179487179487181,0.9333333333333333,0.06666666666666665,0.9333333333333333,103,88,15
TCF12,0.8875000000000001,0.891566265060241,1.0,0.0,1.0,0.02,0.8875000000000001,0.891566265060241,1.0,0.0,1.0,77,40,37
LDLR,0.9091555178980795,0.9638305201515672,0.9914953933380581,0.00850460666194186,0.9914953933380581,0.03800000000000001,0.9501238605423997,0.9786638684854845,0.9914953933380581,0.00850460666194186,0.9914953933380581,1948,537,1411
AGA,0.9464285714285715,0.9433962264150945,1.0,0.0,1.0,0.022000000000000002,0.9821428571428572,0.9803921568627451,1.0,0.0,1.0,53,28,25
MRAP,0.9500000000000001,0.9090909090909091,1.0,0.0,1.0,0.02,0.9500000000000001,0.9090909090909091,1.0,0.0,1.0,15,10,5
CHRNE,0.9523809523809523,0.9500000000000001,0.9047619047619048,0.09523809523809523,0.9047619047619048,0.02,0.9523809523809523,0.9500000000000001,0.9047619047619048,0.09523809523809523,0.9047619047619048,60,39,21
WFS1,0.9225687103594081,0.8108108108108109,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.028000000000000008,0.9295278365045808,0.8613138686131386,0.8939393939393939,0.10606060606060608,0.8939393939393939,410,344,66
OPA1,0.9242424242424243,0.8947368421052632,1.0,0.0,1.0,0.026000000000000006,0.9356060606060606,0.9090909090909091,1.0,0.0,1.0,217,132,85
BAG3,0.9492559523809524,0.8192771084337349,0.9714285714285714,0.02857142857142858,0.9714285714285714,0.026000000000000006,0.967485119047619,0.8947368421052632,0.9714285714285714,0.02857142857142858,0.9714285714285714,227,192,35
NOTCH2,0.9401197604790419,0.6875000000000001,1.0,0.0,1.0,0.02,0.9401197604790419,0.6875000000000001,1.0,0.0,1.0,189,167,22
TNNI3,0.9911504424778761,0.9818181818181818,1.0,0.0,1.0,0.022000000000000002,0.995575221238938,0.9908256880733944,0.9814814814814815,0.01851851851851849,0.9814814814814815,167,113,54
DDHD2,0.9333333333333332,0.8888888888888888,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.02,0.9333333333333332,0.8888888888888888,0.8888888888888888,0.11111111111111116,0.8888888888888888,54,45,9
C5orf42,0.8405981546293351,0.22857142857142856,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.03200000000000001,0.862869869551384,0.2823529411764706,0.7142857142857143,0.2857142857142857,0.7142857142857143,463,449,14
ADAM9,0.9787234042553192,0.8,1.0,0.0,1.0,0.02,0.9787234042553192,0.8,1.0,0.0,1.0,51,47,4
SERPINA1,0.926470588235294,0.8214285714285715,1.0,0.0,1.0,0.022000000000000002,0.9338235294117647,0.8363636363636363,0.9565217391304348,0.04347826086956519,0.9565217391304348,91,68,23
ALDH7A1,0.9640000000000001,0.9203539823008848,1.0,0.0,1.0,0.02,0.9640000000000001,0.9203539823008848,1.0,0.0,1.0,177,125,52
ANTXR2,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,30,19,11
RAD51C,0.9609375,0.9315068493150686,1.0,0.0,1.0,0.025000000000000005,0.97265625,0.9510489510489509,1.0,0.0,1.0,196,128,68
NOTCH1,0.9579754172777428,0.7522935779816513,0.9534883720930233,0.046511627906976716,0.9534883720930233,0.02900000000000001,0.9647321740344995,0.8200000000000001,0.9534883720930233,0.046511627906976716,0.9534883720930233,709,666,43
SIN3A,0.7749999999999999,0.9268292682926829,0.95,0.050000000000000044,0.95,0.02,0.7749999999999999,0.9268292682926829,0.95,0.050000000000000044,0.95,25,5,20
PTPN11,0.9338848039215686,0.9597701149425286,0.9823529411764705,0.01764705882352946,0.9823529411764705,0.016999999999999998,0.9368259803921569,0.9627507163323783,0.9823529411764705,0.01764705882352946,0.9823529411764705,266,96,170
TNXB,0.9835443037974684,0.7346938775510204,1.0,0.0,1.0,0.025000000000000005,0.9886075949367088,0.8,1.0,0.0,1.0,413,395,18
CTNNB1,0.8804347826086957,0.905982905982906,1.0,0.0,1.0,0.025000000000000005,0.9130434782608696,0.9298245614035088,1.0,0.0,1.0,99,46,53
RAB3GAP2,0.9647058823529412,0.8235294117647058,1.0,0.0,1.0,0.023000000000000003,0.9764705882352941,0.8750000000000001,1.0,0.0,1.0,99,85,14
AP3B1,0.9397590361445783,0.16666666666666669,1.0,0.0,1.0,0.023000000000000003,0.9518072289156627,0.19999999999999998,1.0,0.0,1.0,84,83,1
BAP1,0.9453125,0.888888888888889,1.0,0.0,1.0,0.025000000000000005,0.96484375,0.9256198347107438,1.0,0.0,1.0,184,128,56
ATM,0.9571474921540241,0.9292096219931272,0.9985228951255539,0.001477104874446078,0.9985228951255539,0.03400000000000001,0.9687953971899634,0.9480337078651686,0.9955686853766618,0.004431314623338234,0.9955686853766618,1888,1211,677
GYS1,0.9444444444444444,0.8235294117647058,1.0,0.0,1.0,0.02,0.9444444444444444,0.8235294117647058,1.0,0.0,1.0,34,27,7
DUOX2,0.9678899082568807,0.8679245283018869,1.0,0.0,1.0,0.02,0.9678899082568807,0.8679245283018869,1.0,0.0,1.0,132,109,23
SPAST,0.959989976612095,0.9764309764309764,0.9931506849315068,0.006849315068493178,0.9931506849315068,0.02,0.959989976612095,0.9764309764309764,0.9931506849315068,0.006849315068493178,0.9931506849315068,228,82,146
PRPH2,0.875,0.8514851485148515,1.0,0.0,1.0,0.02,0.875,0.8514851485148515,0.9767441860465116,0.023255813953488413,0.9767441860465116,103,60,43
ARX,0.9069386539606908,0.8737864077669902,0.9782608695652174,0.021739130434782594,0.9782608695652174,0.021,0.913787969029184,0.8823529411764706,0.9565217391304348,0.04347826086956519,0.9565217391304348,119,73,46
AVP,0.9705882352941176,0.9696969696969697,0.9411764705882353,0.05882352941176472,0.9411764705882353,0.02,0.9705882352941176,0.9696969696969697,0.9411764705882353,0.05882352941176472,0.9411764705882353,19,2,17
RAD50,0.8722741433021807,0.740506329113924,1.0,0.0,1.0,0.02900000000000001,0.8878504672897196,0.7647058823529412,1.0,0.0,1.0,438,321,117
APC,0.9373128377494871,0.9178743961352657,0.9982486865148862,0.0017513134851138146,0.9982486865148862,0.03600000000000001,0.9532247104545054,0.9375,0.9982486865148862,0.0017513134851138146,0.9982486865148862,1388,817,571
SMAD2,0.8166666666666667,0.6153846153846154,0.8,0.19999999999999996,0.8,0.02,0.8166666666666667,0.6153846153846154,0.8,0.19999999999999996,0.8,29,24,5
AIPL1,0.9605263157894737,0.625,1.0,0.0,1.0,0.021,0.986842105263158,0.8333333333333333,1.0,0.0,1.0,81,76,5
IGSF1,0.9649122807017544,0.8823529411764706,1.0,0.0,1.0,0.02,0.9649122807017544,0.8823529411764706,1.0,0.0,1.0,72,57,15
PTCHD1,0.8607954545454546,0.8333333333333333,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.02,0.8607954545454546,0.8333333333333333,0.9090909090909091,0.09090909090909094,0.9090909090909091,27,16,11
AGRN,0.9935897435897436,0.6666666666666666,1.0,0.0,1.0,0.02,0.9935897435897436,0.6666666666666666,1.0,0.0,1.0,158,156,2
SLC2A1,0.9394793802688539,0.9420289855072463,0.9774436090225563,0.022556390977443663,0.9774436090225563,0.02,0.9394793802688539,0.9420289855072463,0.9774436090225563,0.022556390977443663,0.9774436090225563,265,132,133
SMAD4,0.9609665427509293,0.8609271523178808,1.0,0.0,1.0,0.02,0.9609665427509293,0.8609271523178808,1.0,0.0,1.0,334,269,65
ABCC6,0.9027308558558559,0.8768472906403941,0.9270833333333334,0.07291666666666663,0.9270833333333334,0.021,0.9162443693693694,0.8944723618090452,0.9270833333333334,0.07291666666666663,0.9270833333333334,244,148,96
MARS2,0.9833333333333334,0.888888888888889,1.0,0.0,1.0,0.024000000000000004,1.0,1.0,1.0,0.0,1.0,34,30,4
MYLK,0.9043949771689498,0.3181818181818182,0.875,0.125,0.875,0.022000000000000002,0.9066780821917808,0.33333333333333337,0.875,0.125,0.875,446,438,8
COL4A4,0.9546193327630453,0.9241379310344828,0.9571428571428572,0.042857142857142816,0.9571428571428572,0.022000000000000002,0.9606073567151413,0.9370629370629371,0.9571428571428572,0.042857142857142816,0.9571428571428572,237,167,70
SMAD3,0.8998237367802586,0.7889908256880734,0.9347826086956522,0.06521739130434778,0.9347826086956522,0.027000000000000007,0.9200940070505288,0.8349514563106796,0.9347826086956522,0.06521739130434778,0.9347826086956522,194,148,46
TGFBR1,0.9596774193548386,0.878048780487805,1.0,0.0,1.0,0.022000000000000002,0.9637096774193548,0.888888888888889,1.0,0.0,1.0,160,124,36
APOA5,0.901948051948052,0.8780487804878049,0.8181818181818182,0.18181818181818177,0.8181818181818182,0.015999999999999997,0.9246753246753248,0.9047619047619048,0.7727272727272727,0.2272727272727273,0.7727272727272727,92,70,22
MYH3,0.8660869565217392,0.4266666666666667,0.8,0.19999999999999996,0.8,0.03000000000000001,0.877391304347826,0.5161290322580645,0.8,0.19999999999999996,0.8,595,575,20
EFEMP1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,50,48,2
HPD,0.975,0.8571428571428571,1.0,0.0,1.0,0.02,0.975,0.8571428571428571,1.0,0.0,1.0,23,20,3
SMAD6,0.7797619047619048,0.36363636363636365,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.027000000000000007,0.7946428571428571,0.42857142857142855,0.6666666666666666,0.33333333333333337,0.6666666666666666,177,168,9
SMS,0.953125,0.6666666666666666,1.0,0.0,1.0,0.022000000000000002,0.9609375,0.7058823529411764,1.0,0.0,1.0,70,64,6
NEK1,0.9850746268656717,0.8750000000000001,1.0,0.0,1.0,0.02,0.9850746268656717,0.8750000000000001,1.0,0.0,1.0,74,67,7
TNFRSF13B,0.9285714285714286,0.8,1.0,0.0,1.0,0.02,0.9285714285714286,0.8,1.0,0.0,1.0,27,21,6
HNRNPR,0.5,0.8,1.0,0.0,1.0,0.02,0.5,0.8,1.0,0.0,1.0,3,1,2
DIAPH3,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,44,40,4
DUOXA2,0.975,0.8,1.0,0.0,1.0,0.02,0.975,0.8,1.0,0.0,1.0,22,20,2
AGBL1,0.7083333333333334,0.36363636363636365,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.02,0.7083333333333334,0.36363636363636365,0.6666666666666666,0.33333333333333337,0.6666666666666666,27,24,3
PCCA,0.967741935483871,0.9500000000000001,1.0,0.0,1.0,0.023000000000000003,0.9919354838709677,0.9870129870129869,1.0,0.0,1.0,100,62,38
TGFB3,0.962962962962963,0.8571428571428571,1.0,0.0,1.0,0.022000000000000002,0.9814814814814815,0.923076923076923,1.0,0.0,1.0,66,54,12
RB1,0.9143134144191786,0.9080118694362018,0.9870967741935484,0.012903225806451646,0.9870967741935484,0.024000000000000004,0.922510135730654,0.9161676646706587,0.9870967741935484,0.012903225806451646,0.9870967741935484,338,183,155
PMP22,0.9384236453201971,0.9482758620689655,0.9482758620689655,0.051724137931034475,0.9482758620689655,0.011999999999999993,0.94376026272578,0.9579831932773109,0.9482758620689655,0.051724137931034475,0.9482758620689655,100,42,58
CREBBP,0.9078571428571429,0.896774193548387,0.9928571428571429,0.0071428571428571175,0.9928571428571429,0.026000000000000006,0.925,0.9144736842105262,0.9928571428571429,0.0071428571428571175,0.9928571428571429,315,175,140
SEPN1,0.7357723577235772,0.30769230769230765,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.024000000000000004,0.7418699186991871,0.32,0.5,0.5,0.5,88,82,6
DICER1,0.9382421791870611,0.8888888888888888,0.9945945945945946,0.00540540540540535,0.9945945945945946,0.025000000000000005,0.9448038589770873,0.8997555012224938,0.9945945945945946,0.00540540540540535,0.9945945945945946,566,381,185
ABCC9,0.8820987654320988,0.37241379310344824,0.9,0.09999999999999998,0.9,0.04900000000000002,0.9063271604938272,0.5714285714285714,0.8666666666666667,0.1333333333333333,0.8666666666666667,678,648,30
PNPLA6,0.9814814814814815,0.8666666666666666,1.0,0.0,1.0,0.02,0.9814814814814815,0.8666666666666666,1.0,0.0,1.0,121,108,13
FLCN,0.9394904458598726,0.9298892988929889,1.0,0.0,1.0,0.024000000000000004,0.945859872611465,0.9368029739776951,1.0,0.0,1.0,283,157,126
RTEL1,0.931958762886598,0.7999999999999999,0.9,0.09999999999999998,0.9,0.025000000000000005,0.9396907216494844,0.8571428571428572,0.9,0.09999999999999998,0.9,214,194,20
EFHB,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,4,3,1
PRSS56,0.98,0.6666666666666666,1.0,0.0,1.0,0.021,1.0,1.0,1.0,0.0,1.0,26,25,1
DOCK3,0.75,0.8,1.0,0.0,1.0,0.02,0.75,0.8,1.0,0.0,1.0,4,2,2
KIDINS220,0.9423076923076923,0.6666666666666666,1.0,0.0,1.0,0.02,0.9423076923076923,0.6666666666666666,1.0,0.0,1.0,29,26,3
MITF,0.9457831325301205,0.8301886792452831,1.0,0.0,1.0,0.02,0.9457831325301205,0.8301886792452831,1.0,0.0,1.0,105,83,22
C1S,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,23,20,3
ADCK4,0.8129496402877698,0.10344827586206896,1.0,0.0,1.0,0.026000000000000006,0.8525179856115108,0.1276595744680851,1.0,0.0,1.0,142,139,3
CCNO,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,22,14,8
MKL1,0.9642857142857143,0.8,1.0,0.0,1.0,0.02,0.9642857142857143,0.8,1.0,0.0,1.0,16,14,2
POT1,0.9272727272727272,0.33333333333333337,1.0,0.0,1.0,0.022000000000000002,0.9318181818181819,0.34782608695652173,1.0,0.0,1.0,114,110,4
NPM1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,9,7,2
SPR,0.8636363636363636,0.8,1.0,0.0,1.0,0.02,0.8636363636363636,0.8,1.0,0.0,1.0,17,11,6
HNF1A,0.8526435259623568,0.8571428571428571,0.9896907216494846,0.010309278350515427,0.9896907216494846,0.021,0.8618178378889625,0.8648648648648649,0.9896907216494846,0.010309278350515427,0.9896907216494846,206,109,97
CEP63,0.9333333333333333,0.6,1.0,0.0,1.0,0.02,0.9333333333333333,0.6,1.0,0.0,1.0,33,30,3
KIAA0196,0.6975218658892128,0.05128205128205129,0.5,0.5,0.5,0.016999999999999998,0.9475218658892128,0.1,0.5,0.5,0.5,345,343,2
RASA1,0.8829787234042553,0.7755102040816326,1.0,0.0,1.0,0.024000000000000004,0.8936170212765958,0.7916666666666666,1.0,0.0,1.0,132,94,38
TRIM32,0.9545454545454545,0.8421052631578948,1.0,0.0,1.0,0.022000000000000002,0.9696969696969697,0.888888888888889,1.0,0.0,1.0,41,33,8
PURA,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,27,16,11
SLC12A6,0.9450000000000001,0.835820895522388,1.0,0.0,1.0,0.02,0.9450000000000001,0.835820895522388,1.0,0.0,1.0,128,100,28
SHOX,0.975609756097561,0.8571428571428571,1.0,0.0,1.0,0.023000000000000003,0.9878048780487805,0.923076923076923,1.0,0.0,1.0,47,41,6
GCK,0.935483870967742,0.9792746113989638,1.0,0.0,1.0,0.022000000000000002,0.9516129032258064,0.9843749999999999,1.0,0.0,1.0,251,62,189
BBS12,0.9726027397260274,0.8823529411764706,1.0,0.0,1.0,0.02,0.9726027397260274,0.8823529411764706,1.0,0.0,1.0,88,73,15
PEX26,0.9777777777777779,0.8333333333333333,1.0,0.0,1.0,0.02,0.9777777777777779,0.8333333333333333,1.0,0.0,1.0,50,45,5
RFX6,0.9727272727272727,0.8,1.0,0.0,1.0,0.022000000000000002,0.9818181818181818,0.8571428571428571,1.0,0.0,1.0,61,55,6
COL9A1,0.9918032786885246,0.9090909090909091,1.0,0.0,1.0,0.02,0.9918032786885246,0.9090909090909091,1.0,0.0,1.0,132,122,10
PDZD7,0.7436708860759494,0.5,0.5,0.5,0.5,0.02,0.7436708860759494,0.5,0.5,0.5,0.5,81,79,2
FBXO7,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,34,28,6
MAGT1,0.8421052631578947,0.6666666666666666,1.0,0.0,1.0,0.022000000000000002,0.868421052631579,0.7058823529411764,1.0,0.0,1.0,25,19,6
TIRAP,0.8571428571428572,0.6666666666666666,1.0,0.0,1.0,0.02,0.8571428571428572,0.6666666666666666,1.0,0.0,1.0,9,7,2
EMC1,0.9693877551020409,0.8,1.0,0.0,1.0,0.02,0.9693877551020409,0.8,1.0,0.0,1.0,55,49,6
ATP7A,0.8869623655913978,0.8947368421052633,0.9916666666666667,0.008333333333333304,0.9916666666666667,0.023000000000000003,0.9151881720430107,0.918918918918919,0.9916666666666667,0.008333333333333304,0.9916666666666667,244,124,120
SLC35C1,0.9545454545454545,0.8750000000000001,1.0,0.0,1.0,0.02,0.9545454545454545,0.8750000000000001,1.0,0.0,1.0,29,22,7
SOX3,0.9375,0.5714285714285715,1.0,0.0,1.0,0.02,0.9375,0.5714285714285715,1.0,0.0,1.0,26,24,2
CRB1,0.9288461538461539,0.9047619047619048,0.9743589743589743,0.02564102564102566,0.9743589743589743,0.02,0.9288461538461539,0.9047619047619048,0.9743589743589743,0.02564102564102566,0.9743589743589743,99,60,39
SUV420H1,0.9,0.888888888888889,1.0,0.0,1.0,0.02,0.9,0.888888888888889,1.0,0.0,1.0,9,5,4
KDM5C,0.8995181405895691,0.8727272727272727,0.9795918367346939,0.020408163265306145,0.9795918367346939,0.02,0.8995181405895691,0.8727272727272727,0.9795918367346939,0.020408163265306145,0.9795918367346939,121,72,49
SORL1,0.9083769633507853,0.18604651162790695,1.0,0.0,1.0,0.023000000000000003,0.9136125654450261,0.1951219512195122,1.0,0.0,1.0,195,191,4
PBX1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,4,2,2
ANK1,0.972999222999223,0.9333333333333332,0.9545454545454546,0.045454545454545414,0.9545454545454546,0.02,0.972999222999223,0.9333333333333332,0.9545454545454546,0.045454545454545414,0.9545454545454546,256,234,22
TUB,0.9428571428571428,0.5,1.0,0.0,1.0,0.025000000000000005,1.0,1.0,1.0,0.0,1.0,37,35,2
SPG20,0.7542372881355932,0.17142857142857143,1.0,0.0,1.0,0.021,0.7627118644067796,0.17647058823529413,1.0,0.0,1.0,62,59,3
FGF23,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,25,22,3
SPTBN2,0.9758620689655173,0.8205128205128205,1.0,0.0,1.0,0.024000000000000004,0.9793103448275863,0.8421052631578948,1.0,0.0,1.0,161,145,16
NDUFAF1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,19,16,3
STX1B,0.85,0.8695652173913044,1.0,0.0,1.0,0.02,0.85,0.8695652173913044,1.0,0.0,1.0,20,10,10
TH,0.9736842105263158,0.92,1.0,0.0,1.0,0.02,0.9736842105263158,0.92,1.0,0.0,1.0,99,76,23
SRRM2,0.75,0.4444444444444445,1.0,0.0,1.0,0.02,0.75,0.4444444444444445,1.0,0.0,1.0,12,10,2
NPRL3,0.8777777777777778,0.47619047619047616,1.0,0.0,1.0,0.021,0.8888888888888888,0.5,1.0,0.0,1.0,50,45,5
LUZP1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,16,14,2
GRIN2B,0.9392773892773892,0.8533333333333333,0.9846153846153847,0.01538461538461533,0.9846153846153847,0.025000000000000005,0.9443278943278944,0.8648648648648649,0.9846153846153847,0.01538461538461533,0.9846153846153847,263,198,65
KRT14,0.9807692307692308,0.9818181818181818,1.0,0.0,1.0,0.02,0.9807692307692308,0.9818181818181818,1.0,0.0,1.0,53,26,27
POLG,0.9733864620228256,0.9378531073446327,0.9880952380952381,0.011904761904761862,0.9880952380952381,0.02,0.9733864620228256,0.9378531073446327,0.9761904761904762,0.023809523809523836,0.9761904761904762,326,242,84
SLC24A5,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,11,6,5
CHAMP1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,21,13,8
GNPTG,0.9705882352941176,0.9,1.0,0.0,1.0,0.02,0.9705882352941176,0.9,1.0,0.0,1.0,43,34,9
CAMTA1,0.9155844155844156,0.8333333333333333,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.023000000000000003,0.9285714285714286,0.8695652173913043,0.9090909090909091,0.09090909090909094,0.9090909090909091,99,77,22
STAT3,0.9743589743589743,0.923076923076923,1.0,0.0,1.0,0.02,0.9743589743589743,0.923076923076923,0.9166666666666666,0.08333333333333337,0.9166666666666666,51,39,12
KIF1C,0.9910714285714285,0.9090909090909091,1.0,0.0,1.0,0.022000000000000002,1.0,1.0,1.0,0.0,1.0,61,56,5
SBDS,0.9116541353383459,0.918918918918919,0.8947368421052632,0.10526315789473684,0.8947368421052632,0.02,0.9116541353383459,0.918918918918919,0.7894736842105263,0.21052631578947367,0.7894736842105263,33,14,19
PPM1D,0.7441860465116279,0.5,1.0,0.0,1.0,0.021,0.7674418604651163,0.5238095238095238,1.0,0.0,1.0,54,43,11
TANC2,0.9705882352941176,0.8,1.0,0.0,1.0,0.02,0.9705882352941176,0.8,1.0,0.0,1.0,19,17,2
PRR12,0.8611111111111112,0.7058823529411764,1.0,0.0,1.0,0.02,0.8611111111111112,0.7058823529411764,1.0,0.0,1.0,24,18,6
WNT1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,6,1,5
ERF,0.9444444444444444,0.9411764705882353,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.02,0.9444444444444444,0.9411764705882353,0.8888888888888888,0.11111111111111116,0.8888888888888888,27,18,9
RYR1,0.9477838784117132,0.9035812672176308,0.9265536723163842,0.07344632768361581,0.9265536723163842,0.026000000000000006,0.94988859711944,0.9183098591549295,0.9152542372881356,0.0847457627118644,0.9152542372881356,887,710,177
RIT1,0.9239130434782609,0.898550724637681,1.0,0.0,1.0,0.021,0.9347826086956521,0.911764705882353,1.0,0.0,1.0,77,46,31
TERT,0.9536348616274266,0.7555555555555556,0.9444444444444444,0.05555555555555558,0.9444444444444444,0.021,0.9554935976869062,0.7727272727272727,0.9444444444444444,0.05555555555555558,0.9444444444444444,287,269,18
RET,0.9512656274116376,0.8714285714285716,0.9838709677419355,0.016129032258064502,0.9838709677419355,0.026000000000000006,0.963227349899676,0.9037037037037038,0.9838709677419355,0.016129032258064502,0.9838709677419355,271,209,62
COL9A3,0.8512518409425626,0.27906976744186046,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.02900000000000001,0.8873343151693667,0.41379310344827586,0.8571428571428571,0.1428571428571429,0.8571428571428571,201,194,7
NAA15,0.65,0.6111111111111112,1.0,0.0,1.0,0.02,0.65,0.6111111111111112,1.0,0.0,1.0,31,20,11
PAX8,0.9761904761904762,0.8571428571428571,1.0,0.0,1.0,0.02,0.9761904761904762,0.8571428571428571,1.0,0.0,1.0,24,21,3
KIAA2022,0.9192708333333333,0.7857142857142857,0.9166666666666666,0.08333333333333337,0.9166666666666666,0.024000000000000004,0.9270833333333333,0.8148148148148148,0.9166666666666666,0.08333333333333337,0.9166666666666666,76,64,12
