gene,default_auc,default_f1,default_recall,default_fpr,default_spec,optimal_c,optimal_auc,optimal_f1,optimal_recall,optimal_fpr,optimal_spec,n_tot,n_benign,n_malign
RDH12,0.8391608391608392,0.8333333333333333,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.02,0.8391608391608392,0.8333333333333333,0.9090909090909091,0.09090909090909094,0.9090909090909091,24,13,11
EIF2AK4,0.9814814814814815,0.9090909090909091,1.0,0.0,1.0,0.02,0.9814814814814815,0.9090909090909091,1.0,0.0,1.0,32,27,5
EIF2AK3,0.9666666666666667,0.8421052631578948,1.0,0.0,1.0,0.02,0.9666666666666667,0.8421052631578948,1.0,0.0,1.0,53,45,8
PRKAG2,0.981203007518797,0.761904761904762,1.0,0.0,1.0,0.02,0.981203007518797,0.761904761904762,1.0,0.0,1.0,282,266,16
JAG1,0.9253877104574397,0.9289940828402367,0.9874213836477987,0.012578616352201255,0.9874213836477987,0.025000000000000005,0.937810070705887,0.9401197604790419,0.9874213836477987,0.012578616352201255,0.9874213836477987,320,161,159
PAFAH1B1,0.9454407678706744,0.9719626168224299,0.9719626168224299,0.028037383177570097,0.9719626168224299,0.02,0.9454407678706744,0.9719626168224299,0.9719626168224299,0.028037383177570097,0.9719626168224299,144,37,107
FAM111B,0.6616666666666666,0.4,0.3333333333333333,0.6666666666666667,0.33333333333333326,0.015999999999999997,0.8283333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.33333333333333326,103,100,3
UROD,0.9583333333333333,0.9090909090909091,1.0,0.0,1.0,0.02,0.9583333333333333,0.9090909090909091,1.0,0.0,1.0,17,12,5
LARP7,0.8333333333333334,0.787878787878788,1.0,0.0,1.0,0.025000000000000005,0.8809523809523809,0.8387096774193548,1.0,0.0,1.0,34,21,13
STRC,0.9057539682539683,0.875,0.875,0.125,0.875,0.02,0.9057539682539683,0.875,0.875,0.125,0.875,95,63,32
PTEN,0.9293478260869565,0.9521472392638036,1.0,0.0,1.0,0.023000000000000003,0.9329710144927535,0.9544895448954489,1.0,0.0,1.0,664,276,388
SKI,0.9359351988217968,0.6842105263157894,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.025000000000000005,0.9436671575846834,0.742857142857143,0.9285714285714286,0.0714285714285714,0.9285714285714286,208,194,14
KCNH2,0.9035726370711581,0.9181286549707601,0.9905362776025236,0.009463722397476393,0.9905362776025236,0.025000000000000005,0.9122231561023,0.9248895434462445,0.9905362776025236,0.009463722397476393,0.9905362776025236,606,289,317
KMT2A,0.8713103448275862,0.891304347826087,0.984,0.016000000000000014,0.984,0.02,0.8713103448275862,0.891304347826087,0.984,0.016000000000000014,0.984,241,116,125
MBD5,0.9503311258278146,0.7368421052631579,1.0,0.0,1.0,0.026000000000000006,0.9668874172185431,0.8076923076923077,1.0,0.0,1.0,172,151,21
MYBPC3,0.9285674283154122,0.9273229070837167,0.984375,0.015625,0.984375,0.03100000000000001,0.9392396113351255,0.9375582479030755,0.982421875,0.017578125,0.982421875,1070,558,512
BLM,0.9706742346061232,0.9496402877697842,0.9705882352941176,0.02941176470588236,0.9705882352941176,0.02,0.9706742346061232,0.9496402877697842,0.9705882352941176,0.02941176470588236,0.9705882352941176,239,171,68
SNX14,0.9666666666666667,0.9565217391304348,1.0,0.0,1.0,0.024000000000000004,1.0,1.0,1.0,0.0,1.0,26,15,11
MSH2,0.9517096314768951,0.9675236806495264,0.9958217270194986,0.004178272980501441,0.9958217270194986,0.026000000000000006,0.960949877883466,0.9734513274336283,0.9958217270194986,0.004178272980501441,0.9958217270194986,1205,487,718
KMT2D,0.8919684002633312,0.8399311531841651,0.9959183673469387,0.004081632653061273,0.9959183673469387,0.026000000000000006,0.9080974325213956,0.8606701940035273,0.9959183673469387,0.004081632653061273,0.9959183673469387,679,434,245
SON,0.8559322033898304,0.7213114754098361,1.0,0.0,1.0,0.025000000000000005,0.8898305084745763,0.7719298245614035,1.0,0.0,1.0,81,59,22
PKP2,0.9301474255391307,0.8656716417910447,0.9863945578231292,0.013605442176870763,0.9863945578231292,0.02,0.9301474255391307,0.8656716417910447,0.9863945578231292,0.013605442176870763,0.9863945578231292,488,341,147
KRIT1,0.8984067663257278,0.9647058823529411,0.9919354838709677,0.008064516129032251,0.9919354838709677,0.02,0.8984067663257278,0.9647058823529411,0.9919354838709677,0.008064516129032251,0.9919354838709677,165,41,124
ARL13B,0.9625,0.8421052631578948,1.0,0.0,1.0,0.02,0.9625,0.8421052631578948,1.0,0.0,1.0,48,40,8
MSH6,0.9314994191608582,0.9209401709401709,0.9976851851851852,0.0023148148148147696,0.9976851851851852,0.03000000000000001,0.9444145483121498,0.9349240780911063,0.9976851851851852,0.0023148148148147696,0.9976851851851852,974,542,432
VPS13B,0.970827067669173,0.943089430894309,0.9942857142857143,0.005714285714285672,0.9942857142857143,0.021,0.9734586466165412,0.9482288828337876,0.9885714285714285,0.011428571428571455,0.9885714285714285,555,380,175
TNFRSF1A,0.9011691633175009,0.888888888888889,0.8695652173913043,0.13043478260869568,0.8695652173913043,0.027000000000000007,0.9221775666788454,0.9142857142857143,0.8586956521739131,0.14130434782608692,0.8586956521739131,211,119,92
TNFSF11,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,18,17,1
BCS1L,0.9333333333333333,0.9642857142857143,1.0,0.0,1.0,0.02,0.9333333333333333,0.9642857142857143,1.0,0.0,1.0,42,15,27
KCNQ2,0.9467005076142132,0.9546436285097192,1.0,0.0,1.0,0.02,0.9467005076142132,0.9546436285097192,1.0,0.0,1.0,418,197,221
PCCB,0.949342105263158,0.9487179487179489,0.9736842105263158,0.02631578947368418,0.9736842105263158,0.018,0.9625,0.9620253164556963,0.9736842105263158,0.02631578947368418,0.9736842105263158,78,40,38
CERKL,0.8522727272727273,0.75,0.75,0.25,0.75,0.02,0.8522727272727273,0.75,0.75,0.25,0.75,52,44,8
BTD,0.9108818011257036,0.963855421686747,0.975609756097561,0.024390243902439046,0.975609756097561,0.02,0.9108818011257036,0.963855421686747,0.975609756097561,0.024390243902439046,0.975609756097561,108,26,82
CETP,0.9424277907884465,0.742857142857143,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.02,0.9424277907884465,0.742857142857143,0.8571428571428571,0.1428571428571429,0.8571428571428571,197,183,14
TP53,0.9263322884012539,0.9193825042881646,1.0,0.0,1.0,0.028000000000000008,0.9341692789968652,0.9273356401384083,1.0,0.0,1.0,587,319,268
KCNQ1,0.9399810754468707,0.9509306260575295,0.9929328621908127,0.007067137809187329,0.9929328621908127,0.025000000000000005,0.9462572260744857,0.95578231292517,0.9929328621908127,0.007067137809187329,0.9929328621908127,522,239,283
PKHD1,0.963277153032895,0.9570200573065902,0.9881656804733728,0.011834319526627168,0.9881656804733728,0.024000000000000004,0.9703861577722314,0.9653179190751445,0.9881656804733728,0.011834319526627168,0.9881656804733728,380,211,169
MED13L,0.9554320584068867,0.9305555555555556,0.9710144927536232,0.02898550724637683,0.9710144927536232,0.02,0.9554320584068867,0.9305555555555556,0.9710144927536232,0.02898550724637683,0.9710144927536232,202,133,69
BBS9,0.9583333333333333,0.9032258064516129,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.02,0.9583333333333333,0.9032258064516129,0.9333333333333333,0.06666666666666665,0.9333333333333333,135,120,15
MC2R,0.9615384615384616,0.9,1.0,0.0,1.0,0.021,1.0,1.0,1.0,0.0,1.0,35,26,9
APOE,0.7291666666666667,0.6000000000000001,0.5625,0.4375,0.5625,0.026000000000000006,0.78125,0.72,0.5625,0.4375,0.5625,64,48,16
APOB,0.9157608695652174,0.7159090909090908,0.875,0.125,0.875,0.028000000000000008,0.9135884293625546,0.7469879518072289,0.8611111111111112,0.13888888888888884,0.8611111111111112,1015,943,72
BBS2,0.9924242424242424,0.9787234042553191,1.0,0.0,1.0,0.02,0.9924242424242424,0.9787234042553191,1.0,0.0,1.0,89,66,23
ZIC3,0.9342105263157895,0.8275862068965517,1.0,0.0,1.0,0.024000000000000004,0.9605263157894737,0.888888888888889,1.0,0.0,1.0,50,38,12
BBS5,0.9305555555555556,0.8387096774193548,1.0,0.0,1.0,0.02,0.9305555555555556,0.8387096774193548,1.0,0.0,1.0,49,36,13
BBS7,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,60,41,19
DENND5A,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,21,17,4
BBS4,0.9042635658914729,0.7878787878787877,0.8666666666666667,0.1333333333333333,0.8666666666666667,0.02,0.9042635658914729,0.7878787878787877,0.8666666666666667,0.1333333333333333,0.8666666666666667,101,86,15
RP1L1,0.9422928709055876,0.6666666666666667,0.9,0.09999999999999998,0.9,0.02,0.9422928709055876,0.6666666666666667,0.9,0.09999999999999998,0.9,529,519,10
MC4R,0.7377538829151733,0.5411764705882354,0.8518518518518519,0.14814814814814814,0.8518518518518519,0.026000000000000006,0.7646356033452808,0.5750000000000001,0.8518518518518519,0.14814814814814814,0.8518518518518519,120,93,27
GNPTAB,0.8995140576188823,0.9361702127659575,0.9850746268656716,0.014925373134328401,0.9850746268656716,0.023000000000000003,0.9111419645956264,0.9428571428571428,0.9850746268656716,0.014925373134328401,0.9850746268656716,110,43,67
AP4B1,0.9459064327485379,0.9230769230769231,0.9473684210526315,0.052631578947368474,0.9473684210526315,0.02,0.9459064327485379,0.9230769230769231,0.9473684210526315,0.052631578947368474,0.9473684210526315,55,36,19
PCNT,0.9836660617059891,0.8125000000000001,1.0,0.0,1.0,0.025000000000000005,0.9872958257713248,0.8478260869565216,1.0,0.0,1.0,590,551,39
SPINK5,0.9445806100217866,0.8771929824561403,0.9259259259259259,0.07407407407407407,0.9259259259259259,0.02,0.9445806100217866,0.8771929824561403,0.9259259259259259,0.07407407407407407,0.9259259259259259,163,136,27
CARD14,0.8620535714285715,0.3076923076923077,0.8,0.19999999999999996,0.8,0.02,0.8620535714285715,0.3076923076923077,0.8,0.19999999999999996,0.8,229,224,5
NEXN,0.8417169684775319,0.24,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.023000000000000003,0.8511066398390342,0.2608695652173913,0.8571428571428571,0.1428571428571429,0.8571428571428571,220,213,7
FBXL4,0.9827586206896552,0.9824561403508771,0.9655172413793104,0.03448275862068961,0.9655172413793104,0.011999999999999993,1.0,1.0,0.9655172413793104,0.03448275862068961,0.9655172413793104,65,7,58
RPS6KA3,0.9186046511627907,0.9320388349514563,1.0,0.0,1.0,0.024000000000000004,0.9302325581395349,0.9411764705882353,1.0,0.0,1.0,91,43,48
TNFAIP3,0.8620689655172413,0.5555555555555556,1.0,0.0,1.0,0.02,0.8620689655172413,0.5555555555555556,1.0,0.0,1.0,34,29,5
RAI1,0.9517045454545455,0.7848101265822784,1.0,0.0,1.0,0.026000000000000006,0.9497800586510264,0.821917808219178,0.967741935483871,0.032258064516129004,0.967741935483871,207,176,31
ZMYND11,0.7,0.8474576271186441,1.0,0.0,1.0,0.02,0.7,0.8474576271186441,1.0,0.0,1.0,40,15,25
TAZ,0.9565217391304348,0.8823529411764706,1.0,0.0,1.0,0.023000000000000003,0.9673913043478262,0.9090909090909091,1.0,0.0,1.0,122,92,30
MKKS,0.9727272727272727,0.8695652173913044,1.0,0.0,1.0,0.02,0.9727272727272727,0.8695652173913044,1.0,0.0,1.0,65,55,10
FYCO1,0.9788732394366197,0.8695652173913044,1.0,0.0,1.0,0.022000000000000002,0.9929577464788732,0.9523809523809523,1.0,0.0,1.0,81,71,10
ZIC2,0.9249999999999999,0.8085106382978724,1.0,0.0,1.0,0.021,0.9333333333333333,0.8260869565217391,1.0,0.0,1.0,79,60,19
TTBK2,0.9642857142857143,0.6666666666666666,1.0,0.0,1.0,0.02,0.9642857142857143,0.6666666666666666,1.0,0.0,1.0,60,56,4
ERCC3,0.986111111111111,0.923076923076923,1.0,0.0,1.0,0.02,0.986111111111111,0.923076923076923,1.0,0.0,1.0,42,36,6
CFC1,0.7312500000000001,0.3333333333333333,0.5,0.5,0.5,0.021,0.7374999999999999,0.4,0.5,0.5,0.5,82,80,2
COL7A1,0.9662624378109452,0.975609756097561,0.9950248756218906,0.00497512437810943,0.9950248756218906,0.024000000000000004,0.9697346600331674,0.9779951100244498,0.9950248756218906,0.00497512437810943,0.9950248756218906,345,144,201
SYNE1,0.8937652480346978,0.44504021447721176,0.9764705882352941,0.02352941176470591,0.9764705882352941,0.05400000000000003,0.8978584982380048,0.5905511811023622,0.8705882352941177,0.12941176470588234,0.8705882352941177,1170,1085,85
FRMPD4,0.9500000000000001,0.4,1.0,0.0,1.0,0.02,0.9500000000000001,0.4,1.0,0.0,1.0,62,60,2
HMBS,0.96875,0.9696969696969697,1.0,0.0,1.0,0.02,0.96875,0.9696969696969697,1.0,0.0,1.0,64,32,32
ERCC5,0.9212962962962963,0.6046511627906976,1.0,0.0,1.0,0.02,0.9212962962962963,0.6046511627906976,1.0,0.0,1.0,121,108,13
WDR81,0.962962962962963,0.6363636363636364,1.0,0.0,1.0,0.02,0.962962962962963,0.6363636363636364,1.0,0.0,1.0,115,108,7
HSD3B7,0.9230769230769231,0.8,1.0,0.0,1.0,0.02,0.9230769230769231,0.8,1.0,0.0,1.0,17,13,4
FGD1,0.9183673469387755,0.8571428571428571,1.0,0.0,1.0,0.022000000000000002,0.9285714285714286,0.8727272727272727,1.0,0.0,1.0,73,49,24
DNAAF3,0.9310344827586207,0.33333333333333337,1.0,0.0,1.0,0.028000000000000008,0.9568965517241379,0.4444444444444445,1.0,0.0,1.0,120,116,4
SMC3,0.8567669172932331,0.5161290322580645,0.8421052631578947,0.1578947368421053,0.8421052631578947,0.03200000000000001,0.8901002506265664,0.6666666666666666,0.8421052631578947,0.1578947368421053,0.8421052631578947,229,210,19
FREM2,0.9180724773508279,0.7755102040816326,0.8636363636363636,0.13636363636363635,0.8636363636363636,0.02,0.9180724773508279,0.7755102040816326,0.8636363636363636,0.13636363636363635,0.8636363636363636,313,291,22
MKS1,0.9385964912280702,0.8813559322033898,1.0,0.0,1.0,0.02,0.9385964912280702,0.8813559322033898,1.0,0.0,1.0,83,57,26
SCN11A,0.7437274135260712,0.24137931034482757,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.025000000000000005,0.749767681982447,0.28571428571428575,0.5384615384615384,0.46153846153846156,0.5384615384615384,758,745,13
PRDM16,0.98963133640553,0.6086956521739131,1.0,0.0,1.0,0.02,0.98963133640553,0.6086956521739131,1.0,0.0,1.0,441,434,7
MOCS2,0.953125,0.625,1.0,0.0,1.0,0.021,0.96875,0.7142857142857143,1.0,0.0,1.0,69,64,5
WDR45,0.926470588235294,0.945054945054945,1.0,0.0,1.0,0.02,0.926470588235294,0.945054945054945,0.9767441860465116,0.023255813953488413,0.9767441860465116,77,34,43
SETD5,0.8488917306052857,0.8771929824561403,0.9803921568627451,0.019607843137254943,0.9803921568627451,0.024000000000000004,0.8706308610400683,0.8928571428571428,0.9803921568627451,0.019607843137254943,0.9803921568627451,97,46,51
CDKN1B,0.8979591836734694,0.5,1.0,0.0,1.0,0.026000000000000006,0.9285714285714286,0.5882352941176471,1.0,0.0,1.0,54,49,5
ADAMTSL4,0.9577380952380952,0.9333333333333333,0.9333333333333333,0.06666666666666665,0.9333333333333333,0.02,0.9577380952380952,0.9333333333333333,0.9333333333333333,0.06666666666666665,0.9333333333333333,71,56,15
PLK4,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,22,15,7
SLC17A5,0.9166666666666667,0.951219512195122,1.0,0.0,1.0,0.02,0.9166666666666667,0.951219512195122,1.0,0.0,1.0,63,24,39
SETD2,0.9108527131782946,0.4651162790697675,1.0,0.0,1.0,0.028000000000000008,0.9418604651162791,0.5714285714285715,1.0,0.0,1.0,139,129,10
WDR35,0.9632352941176471,0.8648648648648648,1.0,0.0,1.0,0.022000000000000002,0.9705882352941176,0.888888888888889,1.0,0.0,1.0,84,68,16
ANGPTL3,0.8868450390189522,0.7586206896551724,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.016999999999999998,0.9253065774804905,0.8000000000000002,0.8461538461538461,0.15384615384615385,0.8461538461538461,82,69,13
NFIX,0.7181818181818183,0.8767123287671234,0.9696969696969697,0.030303030303030276,0.9696969696969697,0.023000000000000003,0.7515151515151516,0.8888888888888888,0.9696969696969697,0.030303030303030276,0.9696969696969697,48,15,33
TRIOBP,0.9902912621359223,0.8750000000000001,1.0,0.0,1.0,0.025000000000000005,0.9975728155339806,0.9655172413793104,1.0,0.0,1.0,220,206,14
DYRK1A,0.9286097691894792,0.9248554913294798,0.9876543209876543,0.012345679012345734,0.9876543209876543,0.021,0.950348899624262,0.9467455621301774,0.9876543209876543,0.012345679012345734,0.9876543209876543,173,92,81
UBR1,0.9166666666666666,0.8181818181818182,0.9,0.09999999999999998,0.9,0.023000000000000003,0.9277777777777778,0.8571428571428572,0.9,0.09999999999999998,0.9,55,45,10
SLC34A3,0.9404761904761905,0.8387096774193548,1.0,0.0,1.0,0.02,0.9404761904761905,0.8387096774193548,1.0,0.0,1.0,55,42,13
KCNV2,0.9169520547945207,0.8484848484848485,0.875,0.125,0.875,0.02,0.9169520547945207,0.8484848484848485,0.875,0.125,0.875,89,73,16
SYNJ1,0.9939024390243902,0.9090909090909091,1.0,0.0,1.0,0.02,0.9939024390243902,0.9090909090909091,1.0,0.0,1.0,87,82,5
FGF3,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,14,6,8
NOD2,0.8429752066115702,0.6666666666666667,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.022000000000000002,0.8471074380165289,0.6956521739130435,0.7272727272727273,0.2727272727272727,0.7272727272727273,132,121,11
DAG1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,62,54,8
SLC35A2,0.8694331983805669,0.7499999999999999,0.9230769230769231,0.07692307692307687,0.9230769230769231,0.022000000000000002,0.895748987854251,0.8000000000000002,0.9230769230769231,0.07692307692307687,0.9230769230769231,51,38,13
LCT,0.9659090909090909,0.5714285714285715,1.0,0.0,1.0,0.02,0.9659090909090909,0.5714285714285715,1.0,0.0,1.0,46,44,2
SLX4,0.9874999999999999,0.7499999999999999,1.0,0.0,1.0,0.024000000000000004,0.99375,0.8571428571428571,1.0,0.0,1.0,166,160,6
TPO,0.9047619047619048,0.8947368421052632,0.8095238095238095,0.19047619047619047,0.8095238095238095,0.02,0.9047619047619048,0.8947368421052632,0.8095238095238095,0.19047619047619047,0.8095238095238095,112,91,21
COG5,0.9347826086956521,0.6666666666666666,1.0,0.0,1.0,0.02,0.9347826086956521,0.6666666666666666,1.0,0.0,1.0,52,46,6
CFTR,0.9635022469252602,0.9833147942157954,0.9866071428571429,0.013392857142857095,0.9866071428571429,0.02,0.9635022469252602,0.9833147942157954,0.9821428571428571,0.017857142857142905,0.9821428571428571,599,151,448
FANCB,0.9568965517241379,0.7368421052631579,1.0,0.0,1.0,0.021,0.9655172413793103,0.7777777777777778,1.0,0.0,1.0,65,58,7
PDCD10,0.8529411764705882,0.9056603773584906,1.0,0.0,1.0,0.022000000000000002,0.8823529411764706,0.923076923076923,1.0,0.0,1.0,41,17,24
CYP7A1,0.6466460268317854,0.3,0.35294117647058826,0.6470588235294117,0.3529411764705883,0.018,0.7037151702786378,0.372093023255814,0.35294117647058826,0.6470588235294117,0.3529411764705883,302,285,17
COG6,0.9655172413793103,0.888888888888889,1.0,0.0,1.0,0.02,0.9655172413793103,0.888888888888889,1.0,0.0,1.0,37,29,8
TPRN,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,39,36,3
MATR3,0.9573170731707318,0.7407407407407407,1.0,0.0,1.0,0.02,0.9573170731707318,0.7407407407407407,1.0,0.0,1.0,92,82,10
DYNC2H1,0.956805184902783,0.9133858267716536,0.9508196721311475,0.049180327868852514,0.9508196721311475,0.025000000000000005,0.9661075104841785,0.943089430894309,0.9508196721311475,0.049180327868852514,0.9508196721311475,276,215,61
IL11RA,0.9375,0.7692307692307693,1.0,0.0,1.0,0.022000000000000002,0.9583333333333333,0.8333333333333333,1.0,0.0,1.0,29,24,5
LYST,0.9831223628691983,0.7142857142857143,1.0,0.0,1.0,0.022000000000000002,0.989451476793249,0.8,1.0,0.0,1.0,247,237,10
GBE1,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,80,56,24
SHANK3,0.8833333333333333,0.8,1.0,0.0,1.0,0.023000000000000003,0.8875000000000001,0.8057553956834532,1.0,0.0,1.0,176,120,56
STXBP2,0.9926470588235294,0.9411764705882353,1.0,0.0,1.0,0.02,0.9926470588235294,0.9411764705882353,1.0,0.0,1.0,76,68,8
SERAC1,0.898989898989899,0.8510638297872342,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.021,0.9101010101010102,0.8695652173913043,0.9090909090909091,0.09090909090909094,0.9090909090909091,67,45,22
GP1BA,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,31,26,5
GPSM2,0.8708791208791209,0.8275862068965518,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.02,0.8708791208791209,0.8275862068965518,0.8571428571428571,0.1428571428571429,0.8571428571428571,40,26,14
RAX2,0.7333333333333333,0.4,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.02,0.7333333333333333,0.4,0.6666666666666666,0.33333333333333337,0.6666666666666666,28,25,3
HMX1,0.9943820224719101,0.8,1.0,0.0,1.0,0.02,0.9943820224719101,0.8,1.0,0.0,1.0,91,89,2
DES,0.935529634300126,0.874074074074074,0.9672131147540983,0.032786885245901676,0.9672131147540983,0.025000000000000005,0.9483501471206389,0.9007633587786259,0.9672131147540983,0.032786885245901676,0.9672131147540983,217,156,61
THRA,0.798076923076923,0.25,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.024000000000000004,0.814102564102564,0.36363636363636365,0.6666666666666666,0.33333333333333337,0.6666666666666666,159,156,3
KANSL1,0.9652777777777778,0.7560975609756097,1.0,0.0,1.0,0.025000000000000005,0.970486111111111,0.7848101265822784,1.0,0.0,1.0,319,288,31
B3GALNT2,0.9166666666666666,0.8571428571428571,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.02,0.9166666666666666,0.8571428571428571,0.8571428571428571,0.1428571428571429,0.8571428571428571,49,42,7
DCX,0.8448275862068966,0.9657794676806084,1.0,0.0,1.0,0.022000000000000002,0.9137931034482758,0.9806949806949807,1.0,0.0,1.0,156,29,127
SLC5A2,0.9444444444444444,0.9411764705882353,0.8888888888888888,0.11111111111111116,0.8888888888888888,0.019,1.0,1.0,0.8888888888888888,0.11111111111111116,0.8888888888888888,20,11,9
GALC,0.9388846447669976,0.9156626506024096,0.987012987012987,0.012987012987012991,0.987012987012987,0.023000000000000003,0.9556913674560734,0.9382716049382716,0.974025974025974,0.025974025974025983,0.974025974025974,196,119,77
LIPC,0.9281250000000001,0.8666666666666667,0.8666666666666667,0.1333333333333333,0.8666666666666667,0.02,0.9281250000000001,0.8666666666666667,0.8666666666666667,0.1333333333333333,0.8666666666666667,207,192,15
HSPG2,0.9494047619047619,0.7027027027027025,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.023000000000000003,0.9553571428571428,0.7878787878787878,0.9285714285714286,0.0714285714285714,0.9285714285714286,350,336,14
LIG4,0.97,0.9142857142857143,1.0,0.0,1.0,0.02,0.97,0.9142857142857143,1.0,0.0,1.0,66,50,16
NR0B1,0.8333333333333334,0.8860759493670886,1.0,0.0,1.0,0.02,0.8333333333333334,0.8860759493670886,1.0,0.0,1.0,62,27,35
CDH23,0.9460851648351649,0.8307692307692307,0.9642857142857143,0.0357142857142857,0.9642857142857143,0.026000000000000006,0.9497481684981685,0.8602150537634408,0.9523809523809523,0.04761904761904767,0.9523809523809523,500,416,84
LAMA3,0.9134615384615384,0.8732394366197184,1.0,0.0,1.0,0.023000000000000003,0.9326923076923077,0.898550724637681,1.0,0.0,1.0,83,52,31
PARK2,0.8627450980392157,0.303030303030303,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.027000000000000007,0.8725490196078431,0.3448275862068966,0.8333333333333334,0.16666666666666663,0.8333333333333334,210,204,6
RIMS1,0.9290123456790124,0.25806451612903225,1.0,0.0,1.0,0.025000000000000005,0.9382716049382716,0.2857142857142857,1.0,0.0,1.0,166,162,4
HGSNAT,0.9736842105263158,0.9565217391304348,1.0,0.0,1.0,0.02,0.9736842105263158,0.9565217391304348,1.0,0.0,1.0,90,57,33
FGFR1,0.9211711711711711,0.8957055214723927,0.9864864864864865,0.013513513513513487,0.9864864864864865,0.026000000000000006,0.9391891891891891,0.922077922077922,0.9594594594594594,0.04054054054054057,0.9594594594594594,185,111,74
STXBP1,0.9583333333333333,0.9642857142857143,1.0,0.0,1.0,0.02,0.9583333333333333,0.9642857142857143,1.0,0.0,1.0,255,120,135
POC1B,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,34,25,9
GATAD2B,0.7727272727272727,0.9315068493150686,1.0,0.0,1.0,0.02,0.7727272727272727,0.9315068493150686,1.0,0.0,1.0,45,11,34
PMM2,0.9852941176470588,0.9931972789115647,1.0,0.0,1.0,0.02,0.9852941176470588,0.9931972789115647,1.0,0.0,1.0,107,34,73
LIPG,0.7767241379310345,0.2745098039215686,0.7,0.30000000000000004,0.7,0.03400000000000001,0.8155172413793104,0.42424242424242425,0.6,0.4,0.6,242,232,10
SETX,0.9440476190476189,0.8571428571428571,0.9166666666666666,0.08333333333333337,0.9166666666666666,0.027000000000000007,0.9583333333333333,0.9565217391304348,0.9166666666666666,0.08333333333333337,0.9166666666666666,316,280,36
COL1A1,0.8723328067403896,0.892,0.9911111111111112,0.008888888888888835,0.9911111111111112,0.027000000000000007,0.8912901527119537,0.9065040650406505,0.9911111111111112,0.008888888888888835,0.9911111111111112,436,211,225
SLC2A10,0.9482604817127565,0.8372093023255814,0.9473684210526315,0.052631578947368474,0.9473684210526315,0.024000000000000004,0.9652096342551293,0.9230769230769231,0.9473684210526315,0.052631578947368474,0.9473684210526315,137,118,19
F5,0.9883720930232558,0.9333333333333333,1.0,0.0,1.0,0.02,0.9883720930232558,0.9333333333333333,1.0,0.0,1.0,100,86,14
ASXL3,0.8520689655172413,0.8521739130434782,0.98,0.020000000000000018,0.98,0.025000000000000005,0.8779310344827587,0.8749999999999999,0.98,0.020000000000000018,0.98,108,58,50
LSS,0.9444444444444444,0.8,1.0,0.0,1.0,0.02,0.9444444444444444,0.8,1.0,0.0,1.0,11,9,2
VPS33B,0.6507479861910241,0.2898550724637681,0.9090909090909091,0.09090909090909094,0.9090909090909091,0.024000000000000004,0.6634062140391255,0.2985074626865672,0.9090909090909091,0.09090909090909094,0.9090909090909091,90,79,11
F8,0.8777056277056278,0.930909090909091,0.9696969696969697,0.030303030303030276,0.9696969696969697,0.022000000000000002,0.884848484848485,0.9343065693430657,0.9621212121212122,0.037878787878787845,0.9621212121212122,202,70,132
TYR,0.9166666666666667,0.9685534591194969,0.9871794871794872,0.012820512820512775,0.9871794871794872,0.016999999999999998,0.9230769230769231,0.975,0.9871794871794872,0.012820512820512775,0.9871794871794872,104,26,78
PMS2,0.9493285281619046,0.9211618257261411,0.9955156950672646,0.004484304932735439,0.9955156950672646,0.024000000000000004,0.9497041767426573,0.9227557411273486,0.9910313901345291,0.008968609865470878,0.9910313901345291,605,382,223
ASXL1,0.8571428571428572,0.4473684210526315,1.0,0.0,1.0,0.03500000000000001,0.8962585034013606,0.5271317829457365,1.0,0.0,1.0,328,294,34
MLPH,1.0,1.0,1.0,0.0,1.0,0.02,1.0,1.0,1.0,0.0,1.0,48,46,2
