,Gene,AUC,FPR,Precision,Recall/TPR,F-score,N_benign,N_malign,m_cat,n_snvs
3731,RP11-884K10.6,,,,,,1,0,0,1
3732,KRT81,,,,,,19,0,0,19
3733,ANAPC5,,,,,,2,0,0,2
3734,EIF3A,,,,,,2,0,0,2
3735,AMY2B,,,,,,1,0,0,1
3736,CAST,,,,,,2,0,0,2
3737,ARMCX1,,,,,,5,0,0,5
3738,LOC101929595,,,,,,45,0,0,45
3739,IGFN1,,,,,,9,0,0,9
3740,SMYD1,,,,,,2,0,0,2
3741,CCT5,,,,,,28,0,0,28
3742,TACC3,,,,,,6,0,0,6
3743,ARHGEF15,,,,,,40,0,0,40
3744,MAGED1,,,,,,2,0,0,2
3745,VPS37A,,,,,,10,0,0,10
3746,IRAK2,,,,,,5,0,0,5
3747,MLLT10,,,,,,6,0,0,6
3748,ASAP3,,,,,,2,0,0,2
3749,MUC16,,,,,,35,0,0,35
3750,FUT6,,,,,,3,0,0,3
3751,NAV2,,,,,,7,0,0,7
3752,USP19,,,,,,46,0,0,46
3753,UPK1A,,,,,,1,0,0,1
3754,CCDC168,,,,,,3,0,0,3
3755,YES1,,,,,,1,0,0,1
3756,HPDL,,,,,,56,0,0,56
3757,IRS4,,,,,,18,0,0,18
3758,VWA7,,,,,,1,0,0,1
3759,NPHP3,,,,,,56,0,0,56
3760,XXcos-LUCA11.4,,,,,,3,0,0,3
3761,CD79A,,,,,,8,0,0,8
3762,TERF2IP,,,,,,5,0,0,5
3763,LIMS2,,,,,,16,0,0,16
3764,SLITRK2,,,,,,1,0,0,1
3765,NRSN2,,,,,,1,0,0,1
3766,RP11-799N11.1,,,,,,8,0,0,8
3767,ANKRD2,,,,,,4,0,0,4
3768,ATCAY,,,,,,24,0,0,24
3769,ATXN7,,,,,,40,0,0,40
3770,GNB1L,,,,,,2,0,0,2
3771,TMPRSS6,,,,,,14,1,0,15
3772,COA6,,,,,,5,0,0,5
3773,ZNF233,,,,,,1,0,0,1
3774,IL20RA,,,,,,6,0,0,6
3775,LRRC10,,,,,,14,0,0,14
3776,DBH,,,,,,20,0,0,20
3777,HSPA6,,,,,,4,0,0,4
3778,H3F3A,,,,,,2,0,0,2
3779,MMP9,,,,,,10,0,0,10
3780,CORO1A,,,,,,13,0,0,13
3781,INSL3,,,,,,47,0,0,47
3782,C15orf41,,,,,,34,0,0,34
3783,BCLAF1,,,,,,13,0,0,13
3784,TCERG1,,,,,,3,0,0,3
3785,MOCOS,,,,,,9,0,0,9
3786,CHL1,,,,,,5,0,0,5
3787,KLF6,,,,,,18,0,0,18
3788,PEX14,,,,,,6,0,0,6
3789,LTBP1,,,,,,2,0,0,2
3790,MCHR1,,,,,,6,0,0,6
3791,ATOH7,,,,,,1,0,0,1
3792,ADPRHL1,,,,,,1,0,0,1
3793,STAT2,,,,,,15,0,0,15
3794,ACOXL,,,,,,3,0,0,3
3795,ITGB1,,,,,,5,0,0,5
3796,GNL3L,,,,,,2,0,0,2
3797,ELMOD2,,,,,,5,0,0,5
3798,MROH6,,,,,,2,0,0,2
3799,LHFPL3,,,,,,1,0,0,1
3800,ZNF530,,,,,,1,0,0,1
3801,CHSY1,,,,,,12,0,0,12
3802,PICK1,,,,,,2,0,0,2
3803,OR1B1,,,,,,1,0,0,1
3804,CCDC78,,,,,,24,0,0,24
3805,BANF1,,,,,,1,0,0,1
3806,TNKS1BP1,,,,,,4,0,0,4
3807,PDGFD,,,,,,1,0,0,1
3808,LDHA,,,,,,15,0,0,15
3809,KCNK16,,,,,,1,0,0,1
3810,VAPB,,,,,,53,0,0,53
3811,SV2C,,,,,,3,0,0,3
3812,KL,,,,,,19,0,0,19
3813,ACOT11,,,,,,1,0,0,1
3814,MEOX2,,,,,,3,0,0,3
3815,ATXN3,,,,,,65,0,0,65
3816,CNTN5,,,,,,3,0,0,3
3817,CD55,,,,,,9,0,0,9
3818,PVRL4,,,,,,12,0,0,12
3819,MYL4,,,,,,8,0,0,8
3820,TAL1,,,,,,3,0,0,3
3821,AGTPBP1,,,,,,2,0,0,2
3822,AGAP3,,,,,,2,0,0,2
3823,RASA3,,,,,,2,0,0,2
3824,INTS1,,,,,,18,0,0,18
3825,BCL2L12,,,,,,1,0,0,1
3826,PCDHGA8,,,,,,4,0,0,4
3827,PCDHB7,,,,,,1,0,0,1
3828,EFNB2,,,,,,1,0,0,1
3829,CEACAM16,,,,,,215,1,0,216
3830,GOLGA8H,,,,,,5,0,0,5
3831,CELA1,,,,,,1,0,0,1
3832,ATP12A,,,,,,4,0,0,4
3833,LOC102724153,,,,,,48,0,0,48
3834,C16orf62,,,,,,4,0,0,4
3835,CLDN19,,,,,,15,0,0,15
3836,CTRL,,,,,,2,0,0,2
3837,GAREM,,,,,,1,0,0,1
3838,PDLIM7,,,,,,5,0,0,5
3839,JAKMIP3,,,,,,2,0,0,2
3840,PPL,,,,,,7,0,0,7
3841,PFKL,,,,,,3,0,0,3
3842,LRRC16B,,,,,,2,0,0,2
3843,TBC1D32,,,,,,7,0,0,7
3844,ERAP2,,,,,,2,0,0,2
3845,MST1,,,,,,2,0,0,2
3846,HOXD-AS2,,,,,,6,0,0,6
3847,SOBP,,,,,,11,0,0,11
3848,ADAMTS1,,,,,,2,0,0,2
3849,SLC6A4,,,,,,10,0,0,10
3850,CALHM1,,,,,,6,0,0,6
3851,LRRC29,,,,,,1,0,0,1
3852,CLUH,,,,,,17,0,0,17
3853,SLC25A3,,,,,,7,1,0,8
3854,TRH,,,,,,10,0,0,10
3855,TRAF3IP2,,,,,,14,0,0,14
3856,TPST2,,,,,,12,0,0,12
3857,BTBD19,,,,,,2,0,0,2
3858,EPHA5,,,,,,2,0,0,2
3859,WWC3,,,,,,8,0,0,8
3860,CD2AP,,,,,,41,0,0,41
3861,ISPD,,,,,,56,0,0,56
3862,SLITRK1,,,,,,7,0,0,7
3863,C12orf43,,,,,,14,0,0,14
3864,DSCC1,,,,,,1,0,0,1
3865,ERAL1,,,,,,1,0,0,1
3866,OR4C11,,,,,,3,0,0,3
3867,TREM2,,,,,,11,0,0,11
3868,MYC,,,,,,145,0,0,145
3869,EHD1,,,,,,2,0,0,2
3870,VWA5B1,,,,,,2,0,0,2
3871,MCAM,,,,,,42,0,0,42
3872,ANKRD52,,,,,,2,0,0,2
3873,PKD1L2,,,,,,7,0,0,7
3874,FRMD4A,,,,,,12,0,0,12
3875,IL1RN,,,,,,18,1,0,19
3876,MYBPHL,,,,,,1,0,0,1
3877,ADAMTS17,,,,,,26,0,0,26
3878,ATXN10,,,,,,3,0,0,3
3879,TEP1,,,,,,4,0,0,4
3880,CWF19L2,,,,,,2,0,0,2
3881,SART3,,,,,,12,0,0,12
3882,VASH2,,,,,,1,0,0,1
3883,MSH5,,,,,,6,0,0,6
3884,NR1H2,,,,,,8,0,0,8
3885,ARHGAP22,,,,,,3,0,0,3
3886,LDHB,,,,,,5,0,0,5
3887,LMBR1L,,,,,,3,0,0,3
3888,MTIF3,,,,,,1,0,0,1
3889,NANOS1,,,,,,68,0,0,68
3890,KCND1,,,,,,2,0,0,2
3891,ZCCHC8,,,,,,3,0,0,3
3892,RP11-1191J2.5,,,,,,6,0,0,6
3893,SLC2A5,,,,,,5,0,0,5
3894,SOX2-OT,,,,,,164,0,0,164
3895,EPPK1,,,,,,9,0,0,9
3896,DNAJC3,,,,,,3,0,0,3
3897,GABRD,,,,,,41,0,0,41
3898,GCGR,,,,,,2,0,0,2
3899,ARHGEF28,,,,,,39,0,0,39
3900,SDCCAG3,,,,,,3,0,0,3
3901,NCOR2,,,,,,7,0,0,7
3902,DDX53,,,,,,3,0,0,3
3903,CYP4F3,,,,,,2,0,0,2
3904,PTP4A2P1,,,,,,4,0,0,4
3905,HIRA,,,,,,3,0,0,3
3906,ACSM2A,,,,,,2,0,0,2
3907,B3GNT1,,,,,,19,0,0,19
3908,CIDEC,,,,,,6,0,0,6
3909,PLN,,,,,,14,0,0,14
3910,PDX1-AS1,,,,,,58,0,0,58
3911,DMXL1,,,,,,6,0,0,6
3912,DNAH9,,,,,,31,0,0,31
3913,KCNJ8,,,,,,14,0,0,14
3914,OPN1MW2,,,,,,42,0,0,42
3915,CNTN1,,,,,,26,0,0,26
3916,ERAP1,,,,,,2,0,0,2
3917,TMBIM1,,,,,,2,0,0,2
3918,RHEB,,,,,,1,0,0,1
3919,Y_RNA,,,,,,10,0,0,10
3920,PHACTR4,,,,,,2,0,0,2
3921,CHD6,,,,,,1,0,0,1
3922,RGN,,,,,,2,0,0,2
3923,TCEB1,,,,,,4,0,0,4
3924,CD4,,,,,,4,0,0,4
3925,CRYGD,,,,,,12,0,0,12
3926,C11orf65,,,,,,51,0,0,51
3927,KISS1,,,,,,4,0,0,4
3928,EDRF1,,,,,,2,0,0,2
3929,AC053503.6,,,,,,14,0,0,14
3930,FBXO16,,,,,,2,0,0,2
3931,PITPNA-AS1,,,,,,1,0,0,1
3932,PCSK1,,,,,,18,0,0,18
3933,TATDN1,,,,,,6,0,0,6
3934,MAML3,,,,,,7,0,0,7
3935,ADAMTS10,,,,,,20,0,0,20
3936,SLC45A1,,,,,,4,0,0,4
3937,ABHD16B,,,,,,3,0,0,3
3938,TBX3,,,,,,46,0,0,46
3939,MFGE8,,,,,,1,0,0,1
3940,NUP62,,,,,,15,0,0,15
3941,RHD,,,,,,139,0,0,139
3942,MIR1245A,,,,,,1,0,0,1
3943,AP1S3,,,,,,2,0,0,2
3944,TBC1D12,,,,,,2,0,0,2
3945,DPP7,,,,,,11,0,0,11
3946,KCNQ1OT1,,,,,,51,0,0,51
3947,PCSK7,,,,,,3,0,0,3
3948,IER3IP1,,,,,,6,0,0,6
3949,PRKRA,,,,,,36,0,0,36
3950,TMEM186,,,,,,6,0,0,6
3951,B4GALT4,,,,,,2,0,0,2
3952,SMN2,,,,,,25,0,0,25
3953,RP1-228P16.3,,,,,,2,0,0,2
3954,PLB1,,,,,,5,0,0,5
3955,TRIM63,,,,,,14,0,0,14
3956,OXSM,,,,,,3,0,0,3
3957,DCAF12L1,,,,,,3,0,0,3
3958,MTAPP2,,,,,,3,0,0,3
3959,PTK2B,,,,,,30,0,0,30
3960,RENBP,,,,,,4,0,0,4
3961,AK4P1,,,,,,11,0,0,11
3962,XPNPEP3,,,,,,23,0,0,23
3963,PRICKLE3,,,,,,11,0,0,11
3964,BCO2,,,,,,1,0,0,1
3965,RAD51B,,,,,,6,0,0,6
3966,MYH7B,,,,,,10,0,0,10
3967,KLHL10,,,,,,60,0,0,60
3968,CPA1,,,,,,4,0,0,4
3969,NKX3-2,,,,,,6,0,0,6
3970,ENTPD1,,,,,,4,0,0,4
3971,ADRA2B,,,,,,4,0,0,4
3972,ZAR1L,,,,,,26,0,0,26
3973,IGF2R,,,,,,28,0,0,28
3974,DACT1,,,,,,3,0,0,3
3975,PFN3,,,,,,3,0,0,3
3976,CRIM1,,,,,,3,0,0,3
3977,NHP2,,,,,,8,0,0,8
3978,CD1E,,,,,,1,0,0,1
3979,MAP7D2,,,,,,2,0,0,2
3980,ARSG,,,,,,1,0,0,1
3981,DUSP6,,,,,,104,0,0,104
3982,TSPYL1,,,,,,4,0,0,4
3983,NOL6,,,,,,4,0,0,4
3984,DNAH2,,,,,,16,0,0,16
3985,PPP1R3A,,,,,,12,0,0,12
3986,TLCD1,,,,,,1,0,0,1
3987,NDN,,,,,,5,0,0,5
3988,MYF6,,,,,,9,0,0,9
3989,GYG2,,,,,,24,0,0,24
3990,PPFIA1,,,,,,1,0,0,1
3991,RRAS,,,,,,15,0,0,15
3992,TERC-ACTRT3,,,,,,41,0,0,41
3993,LIPN,,,,,,7,0,0,7
3994,SLCO1C1,,,,,,12,0,0,12
3995,KIF16B,,,,,,3,0,0,3
3996,ALDH1A2,,,,,,9,0,0,9
3997,COASY,,,,,,18,0,0,18
3998,COL8A2,,,,,,37,0,0,37
3999,RAB39B,,,,,,12,0,0,12
4000,PLCH2,,,,,,3,0,0,3
4001,GREM2,,,,,,82,0,0,82
4002,LINC01389,,,,,,236,0,0,236
4003,NR1I3,,,,,,6,0,0,6
4004,RPL13,,,,,,5,0,0,5
4005,MRPS7,,,,,,8,0,0,8
4006,PLXNC1,,,,,,2,0,0,2
4007,BAIAP3,,,,,,6,0,0,6
4008,GDNF,,,,,,26,0,0,26
4009,RABEP1,,,,,,2,0,0,2
4010,NEU4,,,,,,1,0,0,1
4011,MAL,,,,,,1,0,0,1
4012,PGS1,,,,,,1,0,0,1
4013,CARD10,,,,,,1,0,0,1
4014,ZFHX2,,,,,,4,0,0,4
4015,RBFOX3,,,,,,16,0,0,16
4016,WDR54,,,,,,2,0,0,2
4017,PPP1R13L,,,,,,2,0,0,2
4018,AFF3,,,,,,1,0,0,1
4019,CD74,,,,,,11,0,0,11
4020,ECSIT,,,,,,5,0,0,5
4021,SLC4A4,,,,,,24,0,0,24
4022,FGF11,,,,,,3,0,0,3
4023,FGF13,,,,,,1,0,0,1
4024,MYOZ1,,,,,,8,0,0,8
4025,ZFP57,,,,,,29,0,0,29
4026,ATG2B,,,,,,4,0,0,4
4027,ZAN,,,,,,7,0,0,7
4028,DROSHA,,,,,,1,0,0,1
4029,UCP2,,,,,,6,0,0,6
4030,PHC3,,,,,,2,0,0,2
4031,ZNF75D,,,,,,2,0,0,2
4032,KLHDC4,,,,,,1,0,0,1
4033,CD44,,,,,,2,0,0,2
4034,CORIN,,,,,,8,0,0,8
4035,BCL10,,,,,,5,0,0,5
4036,MIR548AO,,,,,,92,0,0,92
4037,ADAM33,,,,,,1,0,0,1
4038,KLF8,,,,,,2,0,0,2
4039,CD97,,,,,,1,0,0,1
4040,MCIDAS,,,,,,15,0,0,15
4041,RBM28,,,,,,4,0,0,4
4042,PAK1,,,,,,1,0,0,1
4043,ADAMTS8,,,,,,8,0,0,8
4044,GPR133,,,,,,2,0,0,2
4045,RNF213,,,,,,19,0,0,19
4046,Z84721.4,,,,,,4,0,0,4
4047,SFXN4,,,,,,19,0,0,19
4048,CELA3A,,,,,,1,0,0,1
4049,SREBF2,,,,,,1,0,0,1
4050,SNORA57,,,,,,1,0,0,1
4051,PPHLN1,,,,,,6,0,0,6
4052,RAB41,,,,,,2,0,0,2
4053,ING1,,,,,,21,0,0,21
4054,BCR,,,,,,8,0,0,8
4055,LNX2,,,,,,9,0,0,9
4056,RPL7A,,,,,,9,0,0,9
4057,ERN2,,,,,,3,0,0,3
4058,FBXW8,,,,,,2,0,0,2
4059,SIX1,,,,,,5,0,0,5
4060,STX11,,,,,,25,0,0,25
4061,KIF14,,,,,,12,0,0,12
4062,VIM,,,,,,7,0,0,7
4063,ASCL1,,,,,,18,0,0,18
4064,LYZ,,,,,,13,0,0,13
4065,FAT3,,,,,,5,0,0,5
4066,RP11-56F10.3,,,,,,5,0,0,5
4067,CD68,,,,,,2,0,0,2
4068,VSIG10,,,,,,1,0,0,1
4069,PCDHA10,,,,,,4,0,0,4
4070,AGTR2,,,,,,4,0,0,4
4071,CD164,,,,,,5,0,0,5
4072,PGBD5,,,,,,1,0,0,1
4073,C9orf114,,,,,,2,0,0,2
4074,CMTM5,,,,,,4,0,0,4
4075,TRAIP,,,,,,3,0,0,3
4076,MYOM2,,,,,,20,0,0,20
4077,GPX4,,,,,,1,0,0,1
4078,WDR90,,,,,,5,0,0,5
4079,DOK5,,,,,,2,0,0,2
4080,KLHL17,,,,,,4,0,0,4
4081,TVP23C,,,,,,1,0,0,1
4082,ZNF189,,,,,,2,0,0,2
4083,THBS1,,,,,,7,0,0,7
4084,PDE1C,,,,,,2,0,0,2
4085,MIR199B,,,,,,8,0,0,8
4086,DCN,,,,,,19,0,0,19
4087,GRID2,,,,,,5,1,0,6
4088,TKTL1,,,,,,2,0,0,2
4089,LGALS9B,,,,,,3,0,0,3
4090,GUCA1B,,,,,,15,0,0,15
4091,IL13RA1,,,,,,2,0,0,2
4092,PTCHD3,,,,,,13,0,0,13
4093,APLF,,,,,,1,0,0,1
4094,CHRNE-GP1BA,,,,,,7,0,0,7
4095,PCDHGA7,,,,,,4,0,0,4
4096,FAM47E,,,,,,7,0,0,7
4097,CNOT10,,,,,,2,0,0,2
4098,MAPK12,,,,,,1,0,0,1
4099,SOX2,,,,,,6,0,0,6
4100,RPP30,,,,,,3,0,0,3
4101,NT5C2,,,,,,9,0,0,9
4102,SLC6A13,,,,,,4,0,0,4
4103,CALML6,,,,,,1,0,0,1
4104,SNRPB2,,,,,,1,0,0,1
4105,PRPF40B,,,,,,1,0,0,1
4106,SCML4,,,,,,1,0,0,1
4107,HOXB1,,,,,,5,0,0,5
4108,COL4A2-AS1,,,,,,161,0,0,161
4109,WNT6,,,,,,1,0,0,1
4110,RECQL,,,,,,14,0,0,14
4111,GRIN3B,,,,,,8,0,0,8
4112,DNAJC13,,,,,,43,0,0,43
4113,PRSS55,,,,,,1,0,0,1
4114,CCKAR,,,,,,4,0,0,4
4115,MESP1,,,,,,6,0,0,6
4116,PRRG2,,,,,,4,0,0,4
4117,PCYT1B,,,,,,1,0,0,1
4118,DMBT1,,,,,,10,0,0,10
4119,ZNF717,,,,,,13,0,0,13
4120,GLIS3,,,,,,56,0,0,56
4121,RP11-359E3.4,,,,,,8,0,0,8
4122,FRMPD1,,,,,,2,0,0,2
4123,WDR34,,,,,,23,0,0,23
4124,NTF4,,,,,,31,0,0,31
4125,GLOD5,,,,,,1,0,0,1
4126,PEG10,,,,,,1,0,0,1
4127,HBS1L,,,,,,1,0,0,1
4128,ELMOD3,,,,,,9,0,0,9
4129,APBA3,,,,,,3,0,0,3
4130,THAP7,,,,,,1,0,0,1
4131,KATNB1,,,,,,8,0,0,8
4132,NUP133,,,,,,1,0,0,1
4133,CCDC18,,,,,,1,0,0,1
4134,RP11-354M1.2,,,,,,32,0,0,32
4135,SF3A2,,,,,,1,0,0,1
4136,CENPI,,,,,,3,0,0,3
4137,AMIGO3,,,,,,3,0,0,3
4138,CLSTN3,,,,,,1,0,0,1
4139,MSTN,,,,,,25,0,0,25
4140,C17orf78,,,,,,1,0,0,1
4141,HMGXB3,,,,,,17,0,0,17
4142,GPR124,,,,,,1,0,0,1
4143,ZFHX4,,,,,,5,0,0,5
4144,ETV7,,,,,,2,0,0,2
4145,IL21R,,,,,,21,0,0,21
4146,TICAM1,,,,,,22,0,0,22
4147,DECR1,,,,,,3,0,0,3
4148,NT5C1B-RDH14,,,,,,2,0,0,2
4149,ATP1B4,,,,,,1,0,0,1
4150,TBL3,,,,,,5,0,0,5
4151,PFAS,,,,,,3,0,0,3
4152,RERG,,,,,,1,0,0,1
4153,LAPTM4B,,,,,,1,0,0,1
4154,FUK,,,,,,11,0,0,11
4155,WDR41,,,,,,21,0,0,21
4156,AC002398.13,,,,,,1,0,0,1
4157,MAFB,,,,,,10,0,0,10
4158,HTRA2,,,,,,11,0,0,11
4159,SLC14A2,,,,,,2,0,0,2
4160,PCDHB12,,,,,,10,0,0,10
4161,RPL18A,,,,,,2,0,0,2
4162,EFHC2,,,,,,6,0,0,6
4163,PAK6,,,,,,2,0,0,2
4164,HIVEP3,,,,,,9,0,0,9
4165,AC135048.1,,,,,,3,0,0,3
4166,ELK1,,,,,,3,0,0,3
4167,REM1,,,,,,1,0,0,1
4168,BLOC1S6,,,,,,11,0,0,11
4169,UNC13A,,,,,,18,0,0,18
4170,AP2A1,,,,,,2,0,0,2
4171,C1QTNF4,,,,,,6,0,0,6
4172,SARM1,,,,,,44,0,0,44
4173,KRT10,,,,,,18,0,0,18
4174,TAS1R1,,,,,,4,0,0,4
4175,SHANK1,,,,,,8,0,0,8
4176,NPR1,,,,,,3,0,0,3
4177,FBXL8,,,,,,10,0,0,10
4178,YIPF2,,,,,,1,0,0,1
4179,BRD2,,,,,,69,0,0,69
4180,RORC,,,,,,12,0,0,12
4181,MYOCD,,,,,,2,0,0,2
4182,CSPG4,,,,,,2,0,0,2
4183,ABCE1,,,,,,3,0,0,3
4184,CSMD1,,,,,,9,0,0,9
4185,CPB1,,,,,,1,0,0,1
4186,GFPT2,,,,,,1,0,0,1
4187,DHFR,,,,,,6,0,0,6
4188,TEAD1,,,,,,7,0,0,7
4189,SLC34A2,,,,,,4,0,0,4
4190,CD151,,,,,,9,0,0,9
4191,SNRPGP5,,,,,,7,0,0,7
4192,MEF2C-AS1,,,,,,4,0,0,4
4193,MTCH2,,,,,,3,0,0,3
4194,LCA10,,,,,,1,0,0,1
4195,FBLN1,,,,,,10,0,0,10
4196,GMPR2,,,,,,9,0,0,9
4197,MRPS12,,,,,,1,0,0,1
4198,CD247,,,,,,8,0,0,8
4199,ANO9,,,,,,1,0,0,1
4200,UCK1,,,,,,13,0,0,13
4201,LMNB2,,,,,,18,0,0,18
4202,SLC39A13,,,,,,29,0,0,29
4203,TRPA1,,,,,,6,0,0,6
4204,PITPNM3,,,,,,30,0,0,30
4205,GABRA2,,,,,,1,0,0,1
4206,KCTD20,,,,,,2,0,0,2
4207,RGS11,,,,,,1,0,0,1
4208,TBC1D1,,,,,,1,0,0,1
4209,FAM208B,,,,,,4,0,0,4
4210,BICC1,,,,,,6,0,0,6
4211,AC003102.1,,,,,,8,0,0,8
4212,ARMS2,,,,,,4,0,0,4
4213,PFKFB4,,,,,,2,0,0,2
4214,C1orf146,,,,,,4,0,0,4
4215,RAB18,,,,,,27,0,0,27
4216,SRRD,,,,,,5,0,0,5
4217,GNG3,,,,,,8,0,0,8
4218,LIPE-AS1,,,,,,110,0,0,110
4219,RSPO1,,,,,,5,0,0,5
4220,CHRM2,,,,,,10,0,0,10
4221,KLHL1,,,,,,2,0,0,2
4222,WNT7A,,,,,,4,0,0,4
4223,ISCA2,,,,,,6,0,0,6
4224,SMAD9-AS1,,,,,,50,0,0,50
4225,PPP4C,,,,,,1,0,0,1
4226,AKAP11,,,,,,6,0,0,6
4227,STIP1,,,,,,1,0,0,1
4228,IP6K2,,,,,,4,0,0,4
4229,ATN1,,,,,,45,0,0,45
4230,SPATA25,,,,,,2,0,0,2
4231,SLC9A9,,,,,,8,0,0,8
4232,TNRC18,,,,,,10,0,0,10
4233,GDF1,,,,,,13,0,0,13
4234,RPAP1,,,,,,1,0,0,1
4235,AC097662.2,,,,,,4,0,0,4
4236,SLC20A1,,,,,,2,0,0,2
4237,ZDHHC15,,,,,,5,0,0,5
4238,TBC1D17,,,,,,1,0,0,1
4239,WHSC1L1,,,,,,4,0,0,4
4240,FCHSD1,,,,,,3,0,0,3
4241,CCDC135,,,,,,1,0,0,1
4242,H6PD,,,,,,7,0,0,7
4243,PDCD6IP,,,,,,1,0,0,1
4244,CHST7,,,,,,4,0,0,4
4245,GNG5P3,,,,,,3,0,0,3
4246,UGT1A6,,,,,,7,0,0,7
4247,TBCE-AS1,,,,,,1,0,0,1
4248,TUBA8,,,,,,16,0,0,16
4249,ACAD10,,,,,,3,0,0,3
4250,IRX2,,,,,,1,0,0,1
4251,MYO1F,,,,,,15,0,0,15
4252,ASPH,,,,,,25,0,0,25
4253,SLC3A2,,,,,,6,0,0,6
4254,MYO5A,,,,,,44,0,0,44
4255,OR6B1,,,,,,1,0,0,1
4256,GPATCH8,,,,,,1,0,0,1
4257,KIF26A,,,,,,7,0,0,7
4258,PTOV1-AS1,,,,,,2,0,0,2
4259,AXL,,,,,,2,0,0,2
4260,DIP2A,,,,,,3,0,0,3
4261,RPS3AP2,,,,,,1,0,0,1
4262,INO80B,,,,,,7,0,0,7
4263,SLC22A18,,,,,,129,0,0,129
4264,TSPAN8,,,,,,1,0,0,1
4265,AOC3,,,,,,1,0,0,1
4266,RCVRN,,,,,,1,0,0,1
4267,ABI1,,,,,,9,0,0,9
4268,PRCD,,,,,,9,0,0,9
4269,MYNN,,,,,,1,0,0,1
4270,MAPK10,,,,,,34,0,0,34
4271,CELSR3,,,,,,3,0,0,3
4272,PRKAG1,,,,,,3,0,0,3
4273,ANKMY1,,,,,,1,0,0,1
4274,NR2F1-AS1,,,,,,3,0,0,3
4275,NTN3,,,,,,17,0,0,17
4276,C4orf51,,,,,,2,0,0,2
4277,ZNF41,,,,,,32,0,0,32
4278,RP11-358D14.2,,,,,,7,0,0,7
4279,OSBPL9,,,,,,1,0,0,1
4280,snoU13,,,,,,76,0,0,76
4281,RP11-417L19.4,,,,,,5,0,0,5
4282,ZNF282,,,,,,2,0,0,2
4283,NOS1AP,,,,,,3,0,0,3
4284,SFTPD,,,,,,8,0,0,8
4285,HMGB2P1,,,,,,20,0,0,20
4286,PABPC1,,,,,,4,0,0,4
4287,BMP8A,,,,,,2,0,0,2
4288,ME2,,,,,,22,0,0,22
4289,A2ML1-AS2,,,,,,4,0,0,4
4290,SURF4,,,,,,1,0,0,1
4291,ARCN1,,,,,,1,0,0,1
4292,LACTB2,,,,,,1,0,0,1
4293,PLXNA2,,,,,,4,0,0,4
4294,PFKP,,,,,,3,0,0,3
4295,PPAN,,,,,,2,0,0,2
4296,MIR96,,,,,,13,0,0,13
4297,GDF9,,,,,,6,0,0,6
4298,USB1,,,,,,5,0,0,5
4299,FBXL6,,,,,,10,0,0,10
4300,IRF7,,,,,,10,0,0,10
4301,ACTC1,,,,,,111,0,0,111
4302,TIMM10,,,,,,1,0,0,1
4303,TEKT5,,,,,,3,0,0,3
4304,LRGUK,,,,,,2,0,0,2
4305,ARHGAP32,,,,,,2,0,0,2
4306,TBC1D20,,,,,,8,0,0,8
4307,C6orf132,,,,,,3,0,0,3
4308,CCDC137,,,,,,1,0,0,1
4309,COPRS,,,,,,1,0,0,1
4310,HDAC6,,,,,,13,0,0,13
4311,AL590391.1,,,,,,6,0,0,6
4312,PRAMEF7,,,,,,3,0,0,3
4313,MCM7,,,,,,83,0,0,83
4314,RP11-142L1.1,,,,,,4,0,0,4
4315,UVRAG,,,,,,2,0,0,2
4316,PDYN,,,,,,119,0,0,119
4317,ANKRD65,,,,,,2,0,0,2
4318,STAC3,,,,,,3,0,0,3
4319,HEATR3,,,,,,2,0,0,2
4320,RNU1-117P,,,,,,1,0,0,1
4321,GLRB,,,,,,36,0,0,36
4322,ATP5SL,,,,,,2,0,0,2
4323,MGRN1,,,,,,2,0,0,2
4324,OR5M3,,,,,,2,0,0,2
4325,RARG,,,,,,1,0,0,1
4326,CCDC81,,,,,,2,0,0,2
4327,SYNE3,,,,,,1,0,0,1
4328,HIST1H3I,,,,,,19,0,0,19
4329,CREB3,,,,,,13,0,0,13
4330,ZIC4,,,,,,6,0,0,6
4331,PPT2,,,,,,4,0,0,4
4332,GJB1,,,,,,17,0,0,17
4333,CAPN14,,,,,,2,0,0,2
4334,PABPC3,,,,,,33,0,0,33
4335,AC006483.1,,,,,,6,0,0,6
4336,SLC5A7,,,,,,16,0,0,16
4337,SEMA5B,,,,,,3,0,0,3
4338,MTMR14,,,,,,7,0,0,7
4339,JAM3,,,,,,7,0,0,7
4340,TIAM1,,,,,,1,0,0,1
4341,MIR181A1HG,,,,,,67,0,0,67
4342,CCSAP,,,,,,1,0,0,1
4343,UVSSA,,,,,,5,0,0,5
4344,PCDHB11,,,,,,2,0,0,2
4345,ITSN1,,,,,,2,0,0,2
4346,SLC12A8,,,,,,2,0,0,2
4347,ARHGAP26,,,,,,5,0,0,5
4348,PSMD2,,,,,,1,0,0,1
4349,ACOT4,,,,,,24,0,0,24
4350,RASGRP2,,,,,,10,0,0,10
4351,CEBPZ,,,,,,6,0,0,6
4352,ZXDC,,,,,,3,0,0,3
4353,TBC1D25,,,,,,4,0,0,4
4354,OSBPL2,,,,,,13,0,0,13
4355,SCLT1,,,,,,5,0,0,5
4356,NRK,,,,,,2,0,0,2
4357,AKAP4,,,,,,4,0,0,4
4358,KLHL3,,,,,,23,0,0,23
4359,TBX5-AS1,,,,,,8,0,0,8
4360,SLC22A13,,,,,,1,0,0,1
